"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"2877",0.078,0,0.002,0.212,0.708
"2878",0,0,0,0,1
"2879",0.296,0,0,0.704,0
"2880",0,0,0,0,1
"2881",0.042,0,0.196,0.018,0.744
"2882",1,0,0,0,0
"2883",0.986,0,0,0.014,0
"2884",0.952,0,0,0.048,0
"2885",0,0,0,0,1
"2886",0.982,0,0,0.018,0
"2887",0.056,0,0.018,0.002,0.924
"2888",0.206,0,0,0.794,0
"2889",1,0,0,0,0
"2890",1,0,0,0,0
"2891",0,0.026,0,0,0.974
"2892",1,0,0,0,0
"2893",0.956,0,0,0.044,0
"2894",0.97,0,0,0,0.03
"2895",0.634,0,0,0.006,0.36
"2896",0.982,0,0,0.018,0
"2897",0.026,0,0.042,0,0.932
"2898",0.982,0,0,0.018,0
"2899",1,0,0,0,0
"2900",1,0,0,0,0
"2901",0.706,0,0.008,0.014,0.272
"2902",0.934,0,0,0,0.066
"2903",0.01,0,0.004,0,0.986
"2904",0.218,0,0,0.78,0.002
"2905",0.076,0.084,0.524,0.006,0.31
"2906",0.96,0,0,0,0.04
"2907",0.984,0,0,0.016,0
"2908",0.728,0,0,0.076,0.196
"2909",0.98,0,0,0.02,0
"2910",0.268,0,0,0,0.732
"2911",0.958,0,0,0.042,0
"2912",1,0,0,0,0
"2913",0.986,0,0,0,0.014
"2914",0.98,0,0,0.014,0.006
"2915",0.98,0,0,0.02,0
"2916",0.068,0,0,0.108,0.824
"2917",0.08,0,0.22,0.094,0.606
"2918",0.67,0,0,0.012,0.318
"2919",0.126,0,0,0,0.874
"2920",0.636,0,0,0.078,0.286
"2921",0.952,0,0,0.048,0
"2922",0.224,0,0,0.746,0.03
"2923",0.296,0,0,0.704,0
"2924",0.43,0,0,0.57,0
"2925",1,0,0,0,0
"2926",0.024,0,0.036,0,0.94
"2927",0.91,0,0,0.09,0
"2928",0.958,0,0,0,0.042
"2929",0.06,0,0,0.164,0.776
"2930",0.534,0,0.012,0.064,0.39
"2931",0.044,0,0.076,0.108,0.772
"2932",1,0,0,0,0
"2933",0.464,0,0,0.536,0
"2934",0.244,0,0,0.752,0.004
"2935",0.068,0,0,0.6,0.332
"2936",0.956,0,0,0.044,0
"2937",0.396,0,0,0.604,0
"2938",0.006,0,0.004,0,0.99
"2939",0.25,0,0,0.75,0
"2940",1,0,0,0,0
"2941",0.896,0,0.004,0.024,0.076
"2942",0,0,0,0,1
"2943",0.716,0,0,0.062,0.222
"2944",0.508,0,0,0.002,0.49
"2945",1,0,0,0,0
"2946",0.864,0,0,0.136,0
"2947",0.812,0,0,0.18,0.008
"2948",0.484,0,0,0.516,0
"2949",0.052,0,0.004,0,0.944
"2950",0.752,0,0,0.082,0.166
"2951",0.108,0,0,0,0.892
"2952",0.994,0,0,0,0.006
"2953",0.032,0,0.008,0.014,0.946
"2954",0.292,0,0,0.708,0
"2955",1,0,0,0,0
"2956",0.076,0,0,0.8,0.124
"2957",0.972,0,0,0.018,0.01
"2958",0.958,0,0,0.042,0
"2959",0.078,0,0,0.062,0.86
"2960",0.908,0,0,0.092,0
"2961",0.104,0,0,0.068,0.828
"2962",0.188,0,0,0.794,0.018
"2963",0.918,0,0,0,0.082
"2964",0.018,0,0.002,0.77,0.21
"2965",0,0,0,0,1
"2966",0.958,0,0,0,0.042
"2967",0.076,0,0,0.732,0.192
"2968",0.206,0,0,0.792,0.002
"2969",0.998,0,0,0,0.002
"2970",0.898,0,0,0.086,0.016
"2971",0.056,0,0,0,0.944
"2972",0.068,0,0,0.6,0.332
"2973",1,0,0,0,0
"2974",0,0,0,0,1
"2975",0.246,0,0,0.748,0.006
"2976",0.662,0,0.004,0.062,0.272
"2977",0.884,0,0,0.116,0
"2978",0.98,0,0,0.02,0
"2979",0,0,0,0,1
"2980",1,0,0,0,0
"2981",0.94,0,0,0,0.06
"2982",0.884,0,0,0.116,0
"2983",0.012,0,0,0,0.988
"2984",0.292,0,0,0.708,0
"2985",0.898,0,0,0,0.102
"2986",0.862,0,0,0.13,0.008
"2987",0.232,0,0,0.768,0
"2988",0,0,0,0,1
"2989",0.826,0,0,0.02,0.154
"2990",0.102,0,0.058,0,0.84
"2991",1,0,0,0,0
"2992",0.854,0,0,0.098,0.048
"2993",0.89,0,0,0,0.11
"2994",0.76,0,0,0.002,0.238
"2995",0.032,0,0.088,0.604,0.276
"2996",0.92,0,0,0,0.08
"2997",0.962,0,0,0.038,0
"2998",0.884,0,0,0.116,0
"2999",0.952,0,0,0.048,0
"3000",0.3,0,0,0.7,0
"3001",1,0,0,0,0
"3002",0.864,0,0,0.136,0
"3003",0.864,0,0,0.136,0
"3004",0.484,0,0,0.516,0
"3005",1,0,0,0,0
"3006",0,0,0,0,1
"3007",0.986,0,0,0,0.014
"3008",0.182,0,0,0.818,0
"3009",0,0,0,0,1
"3010",1,0,0,0,0
"3011",0.996,0,0,0,0.004
"3012",0.758,0,0,0.23,0.012
"3013",0.064,0,0.036,0.636,0.264
"3014",0,0,0,0,1
"3015",0.258,0.056,0,0,0.686
"3016",0,0,0,0,1
"3017",0.952,0,0,0.048,0
"3018",0.27,0,0,0.73,0
"3019",0.776,0,0.006,0.098,0.12
"3020",0.508,0,0,0.492,0
"3021",0.96,0,0,0,0.04
"3022",0.972,0,0,0.016,0.012
"3023",0.98,0,0,0.02,0
"3024",1,0,0,0,0
"3025",1,0,0,0,0
"3026",0.05,0,0,0,0.95
"3027",0.2,0,0,0.798,0.002
"3028",0.864,0,0,0.136,0
"3029",0.068,0,0,0.6,0.332
"3030",0.736,0,0,0.006,0.258
"3031",0.958,0,0,0.042,0
"3032",0.83,0,0,0,0.17
"3033",0.874,0,0,0,0.126
"3034",0.072,0,0.004,0.004,0.92
"3035",0.952,0,0,0.048,0
"3036",0,0,0.022,0.002,0.976
"3037",0.3,0,0,0.7,0
"3038",0,0,0,0,1
"3039",0.192,0,0,0.808,0
"3040",0,0,0,0,1
"3041",1,0,0,0,0
"3042",0.448,0,0,0.552,0
"3043",1,0,0,0,0
"3044",0.97,0,0,0,0.03
"3045",1,0,0,0,0
"3046",0.056,0,0,0,0.944
"3047",0,0,0,0,1
"3048",0,0,0,0,1
"3049",0.052,0,0.008,0,0.94
"3050",0.072,0,0.002,0.602,0.324
"3051",0.444,0,0,0.556,0
"3052",0.236,0,0,0.764,0
"3053",1,0,0,0,0
"3054",1,0,0,0,0
"3055",0.154,0,0.002,0.844,0
"3056",0.256,0,0,0.744,0
"3057",0.998,0,0,0,0.002
"3058",1,0,0,0,0
"3059",0.012,0,0,0,0.988
"3060",0.268,0,0,0,0.732
"3061",0.068,0,0,0.27,0.662
"3062",1,0,0,0,0
"3063",0.194,0,0,0.806,0
"3064",0.998,0,0,0,0.002
"3065",1,0,0,0,0
"3066",1,0,0,0,0
"3067",0.296,0,0,0.704,0
"3068",0,0.006,0.022,0,0.972
"3069",0,0,0.002,0,0.998
"3070",0,0,0.004,0,0.996
"3071",0.814,0,0,0.044,0.142
"3072",0.998,0,0,0,0.002
"3073",0.906,0,0,0.058,0.036
"3074",0.032,0.076,0.152,0,0.74
"3075",0.972,0,0,0,0.028
"3076",0.962,0,0,0.038,0
"3077",0.96,0,0,0,0.04
"3078",1,0,0,0,0
"3079",0.366,0,0,0.634,0
"3080",1,0,0,0,0
"3081",0.986,0,0,0.014,0
"3082",0.826,0,0,0,0.174
"3083",1,0,0,0,0
"3084",0.952,0,0,0.048,0
"3085",0.004,0.018,0,0,0.978
"3086",0.884,0,0,0.116,0
"3087",0.092,0,0.018,0.012,0.878
"3088",0.012,0,0,0,0.988
"3089",0.246,0,0,0.018,0.736
"3090",0.96,0,0,0.006,0.034
"3091",0.998,0,0,0,0.002
"3092",0.184,0,0,0.814,0.002
"3093",0.942,0,0,0,0.058
"3094",0.762,0,0.002,0.076,0.16
"3095",1,0,0,0,0
"3096",0.098,0.018,0.002,0.354,0.528
"3097",0.796,0,0.002,0.148,0.054
"3098",0.08,0,0,0.004,0.916
"3099",0.98,0,0,0.02,0
"3100",0.068,0,0,0.154,0.778
"3101",0,0,0,0,1
"3102",0.43,0,0,0.57,0
"3103",0,0,0,0,1
"3104",0.068,0,0,0.6,0.332
"3105",0.814,0,0,0.056,0.13
"3106",0.07,0,0.01,0.824,0.096
"3107",0.89,0,0,0.102,0.008
"3108",1,0,0,0,0
"3109",0.304,0,0.012,0.682,0.002
"3110",0.05,0.036,0,0.018,0.896
"3111",0.074,0,0,0.106,0.82
"3112",0.108,0,0.15,0.002,0.74
"3113",0.272,0,0,0.728,0
"3114",0.238,0,0.38,0.096,0.286
"3115",0.952,0,0,0.048,0
"3116",0.026,0.002,0,0.002,0.97
"3117",0.272,0,0,0.728,0
"3118",0,0,0,0,1
"3119",0,0,0,0,1
"3120",0.808,0,0,0.062,0.13
"3121",0.774,0,0,0.038,0.188
"3122",0,0,0,0,1
"3123",0.988,0,0,0.012,0
"3124",0.036,0,0,0.008,0.956
"3125",0.952,0,0,0,0.048
"3126",0.086,0,0,0,0.914
"3127",0.264,0,0,0.726,0.01
"3128",0.032,0,0,0,0.968
"3129",0.07,0,0.01,0.824,0.096
"3130",0.882,0,0,0,0.118
"3131",1,0,0,0,0
"3132",0.934,0,0,0,0.066
"3133",0.43,0,0,0.57,0
"3134",0.98,0,0,0.02,0
"3135",0,0,0,0,1
"3136",0.508,0,0,0.002,0.49
"3137",0.884,0,0,0.116,0
"3138",0.256,0,0,0.744,0
"3139",0.62,0,0.016,0.056,0.308
"3140",0.986,0,0,0.014,0
"3141",0.602,0,0,0.052,0.346
"3142",0.98,0,0,0.02,0
"3143",0.908,0,0,0.092,0
"3144",0,0,0,0,1
"3145",0.026,0,0.01,0.014,0.95
"3146",0.004,0.002,0,0.004,0.99
"3147",0,0,0,0,1
"3148",0,0,0,0,1
"3149",0,0,0,0,1
"3150",0.774,0,0,0.066,0.16
"3151",0,0,0,0,1
"3152",0.272,0,0.014,0.012,0.702
"3153",0.83,0,0,0.022,0.148
"3154",0.884,0,0,0.116,0
"3155",0.002,0.008,0.048,0.002,0.94
"3156",0.018,0,0.004,0.9,0.078
"3157",1,0,0,0,0
"3158",0.932,0,0,0,0.068
"3159",0.23,0,0.01,0.76,0
"3160",0.056,0,0,0,0.944
"3161",1,0,0,0,0
"3162",0.074,0,0,0.576,0.35
"3163",0.546,0,0.01,0.056,0.388
"3164",1,0,0,0,0
"3165",0.1,0.004,0.052,0.006,0.838
"3166",0.188,0,0,0.812,0
"3167",0,0,0,0,1
"3168",0.96,0,0,0,0.04
"3169",0.964,0,0,0.032,0.004
"3170",0,0,0,0,1
"3171",0.972,0,0,0,0.028
"3172",0.444,0,0,0.556,0
"3173",0.98,0,0,0.02,0
"3174",0.056,0,0,0,0.944
"3175",0.786,0,0,0.002,0.212
"3176",0.928,0,0,0,0.072
"3177",0.076,0.006,0.134,0,0.784
"3178",0.612,0,0,0.068,0.32
"3179",0.064,0,0,0.586,0.35
"3180",0.068,0,0,0.796,0.136
"3181",1,0,0,0,0
"3182",0,0,0,0,1
"3183",0.696,0,0.16,0.08,0.064
"3184",0.956,0,0,0.044,0
"3185",0.08,0.004,0.482,0.002,0.432
"3186",0,0,0,0,1
"3187",0.98,0,0,0.02,0
"3188",0.02,0,0.008,0.348,0.624
"3189",0.288,0,0,0.712,0
"3190",0.01,0,0,0,0.99
"3191",0.986,0,0,0.014,0
"3192",0.05,0,0,0,0.95
"3193",1,0,0,0,0
"3194",1,0,0,0,0
"3195",1,0,0,0,0
"3196",0.212,0,0,0.788,0
"3197",0,0,0.004,0,0.996
"3198",0.988,0,0,0.012,0
"3199",0.986,0,0,0.014,0
"3200",0.026,0,0.198,0.566,0.21
"3201",0.216,0,0,0.784,0
"3202",0.28,0,0,0.706,0.014
"3203",0.916,0,0,0.084,0
"3204",0.854,0,0,0.098,0.048
"3205",1,0,0,0,0
"3206",0.764,0,0,0.074,0.162
"3207",0.858,0,0,0.126,0.016
"3208",0.218,0,0,0.774,0.008
"3209",0.878,0,0,0.122,0
"3210",0,0.024,0.004,0,0.972
"3211",0.07,0,0.382,0.002,0.546
"3212",0.218,0,0,0.78,0.002
"3213",0,0,0,0,1
"3214",0.966,0,0,0.034,0
"3215",0.216,0,0,0.784,0
"3216",0.982,0,0,0.018,0
"3217",1,0,0,0,0
"3218",0.448,0,0,0.552,0
"3219",0.028,0,0.02,0,0.952
"3220",0,0,0,0,1
"3221",0.25,0,0,0.75,0
"3222",0.006,0,0,0,0.994
"3223",0.99,0,0,0.004,0.006
"3224",0.992,0,0,0.004,0.004
"3225",0.986,0,0,0.014,0
"3226",0.55,0,0.002,0.06,0.388
"3227",0,0,0,0,1
"3228",0.98,0,0,0.02,0
"3229",0.036,0,0.09,0.126,0.748
"3230",0.25,0,0.024,0.726,0
"3231",1,0,0,0,0
"3232",0.798,0,0,0.052,0.15
"3233",0.908,0,0,0.092,0
"3234",0,0,0,0,1
"3235",0.414,0,0,0.586,0
"3236",0.988,0,0,0.012,0
"3237",0.986,0,0,0,0.014
"3238",0.19,0.002,0,0.8,0.008
"3239",0.956,0,0,0.044,0
"3240",0.244,0,0,0.752,0.004
"3241",0.282,0,0.022,0.688,0.008
"3242",0.256,0,0.006,0.734,0.004
"3243",0,0,0,0,1
"3244",0.934,0,0,0,0.066
"3245",0,0,0,0,1
"3246",0.24,0,0,0.76,0
"3247",0,0,0.022,0,0.978
"3248",0.982,0,0,0,0.018
"3249",0.022,0,0.52,0.022,0.436
"3250",0.97,0,0.008,0.002,0.02
"3251",1,0,0,0,0
"3252",0,0,0,0,1
"3253",0.248,0,0,0.746,0.006
"3254",0,0,0.016,0,0.984
"3255",0.98,0,0,0,0.02
"3256",0.614,0,0,0.052,0.334
"3257",0.864,0,0,0.136,0
"3258",1,0,0,0,0
"3259",0.986,0,0,0.014,0
"3260",0.204,0,0.006,0.79,0
"3261",0.048,0,0.006,0,0.946
"3262",0.562,0,0,0.012,0.426
"3263",0.986,0,0,0.014,0
"3264",0.808,0,0,0.062,0.13
"3265",0.28,0,0,0.698,0.022
"3266",1,0,0,0,0
"3267",0.964,0,0,0,0.036
"3268",0.22,0,0.002,0.774,0.004
"3269",1,0,0,0,0
"3270",0,0,0,0,1
"3271",0.908,0,0,0.092,0
"3272",0,0,0,0,1
"3273",1,0,0,0,0
"3274",0.864,0,0,0.136,0
"3275",0.064,0,0,0.602,0.334
"3276",0.02,0,0.004,0.582,0.394
"3277",0.956,0,0,0.044,0
"3278",1,0,0,0,0
"3279",0.982,0,0,0.018,0
"3280",0.042,0,0,0,0.958
"3281",0.908,0,0,0.092,0
"3282",0.288,0,0,0.712,0
"3283",0.012,0,0,0,0.988
"3284",0.866,0,0,0.134,0
"3285",0,0,0,0,1
"3286",0.972,0,0,0,0.028
"3287",0.204,0,0,0.796,0
"3288",0.612,0,0.078,0.236,0.074
"3289",0.98,0,0,0.02,0
"3290",0.904,0,0,0.004,0.092
"3291",0.952,0,0,0.048,0
"3292",0.98,0,0,0.02,0
"3293",1,0,0,0,0
"3294",0.068,0,0.002,0,0.93
"3295",1,0,0,0,0
"3296",0.934,0,0,0,0.066
"3297",0.032,0.066,0.006,0,0.896
"3298",0.94,0,0,0,0.06
"3299",1,0,0,0,0
"3300",0.004,0,0,0.022,0.974
"3301",0.056,0.006,0.028,0,0.91
"3302",0.786,0,0,0.002,0.212
"3303",0,0,0,0,1
"3304",1,0,0,0,0
"3305",0.986,0,0,0.014,0
"3306",0.904,0,0,0,0.096
"3307",0,0,0,0,1
"3308",0.14,0,0,0,0.86
"3309",0.188,0,0.006,0.806,0
"3310",0,0,0,0,1
"3311",1,0,0,0,0
"3312",0,0,0,0,1
"3313",0.758,0,0,0.23,0.012
"3314",0.908,0,0,0.092,0
"3315",0.044,0,0.206,0.022,0.728
"3316",0.908,0,0,0.092,0
"3317",0.05,0.004,0.044,0,0.902
"3318",0.028,0,0,0,0.972
"3319",0.918,0,0.012,0.006,0.064
"3320",0.296,0,0,0.704,0
"3321",0.96,0,0,0.006,0.034
"3322",1,0,0,0,0
"3323",0.232,0,0,0.766,0.002
"3324",0.996,0,0,0.004,0
"3325",0.908,0,0,0.092,0
"3326",0.602,0,0,0.052,0.346
"3327",0.98,0,0,0.014,0.006
"3328",0.864,0,0,0.136,0
"3329",0,0,0,0,1
"3330",0.072,0,0.048,0.142,0.738
"3331",0.948,0,0,0,0.052
"3332",0.188,0,0,0.812,0
"3333",0.986,0,0,0.014,0
"3334",0.282,0,0,0,0.718
"3335",0.97,0,0,0,0.03
"3336",0.822,0,0,0.018,0.16
"3337",0.116,0,0,0.008,0.876
"3338",0.43,0,0,0.57,0
"3339",0,0,0,0,1
"3340",0.912,0,0,0,0.088
"3341",0.398,0,0.002,0.594,0.006
"3342",0.814,0,0,0.044,0.142
"3343",0,0,0,0,1
"3344",0.864,0,0,0.136,0
"3345",0.988,0,0,0.012,0
"3346",0.068,0,0,0,0.932
"3347",0.024,0,0.002,0.882,0.092
"3348",0.89,0.002,0.022,0.042,0.044
"3349",0.236,0,0,0.764,0
"3350",0.096,0,0.014,0.012,0.878
"3351",0.956,0,0,0.044,0
"3352",0.98,0,0,0.02,0
"3353",0,0,0,0,1
"3354",0.484,0,0,0.516,0
"3355",0.074,0,0.002,0.214,0.71
"3356",0.032,0,0.07,0.01,0.888
"3357",1,0,0,0,0
"3358",0.636,0,0,0.042,0.322
"3359",0.906,0,0,0,0.094
"3360",0.844,0,0,0.004,0.152
"3361",0.036,0,0.034,0.16,0.77
"3362",0.84,0,0,0,0.16
"3363",0.026,0,0.316,0,0.658
"3364",0.974,0,0,0,0.026
"3365",0.824,0,0,0.022,0.154
"3366",0.98,0,0,0.02,0
"3367",1,0,0,0,0
"3368",0,0,0.012,0,0.988
"3369",0.996,0,0,0.002,0.002
"3370",0.964,0,0,0.024,0.012
"3371",0.752,0,0,0.002,0.246
"3372",0.998,0,0,0,0.002
"3373",0.166,0,0.02,0.792,0.022
"3374",0.036,0,0.382,0.006,0.576
"3375",0,0,0,0,1
"3376",0,0,0,0,1
"3377",0.98,0,0,0,0.02
"3378",0.958,0,0,0,0.042
"3379",0.188,0,0,0.812,0
"3380",0.02,0,0.006,0.894,0.08
"3381",0.928,0,0,0.006,0.066
"3382",0.276,0,0.002,0.616,0.106
"3383",0,0,0,0,1
"3384",0.932,0,0,0,0.068
"3385",0.552,0,0,0.448,0
"3386",1,0,0,0,0
"3387",0,0,0,0,1
"3388",0.036,0,0.018,0.004,0.942
"3389",0.056,0,0,0,0.944
"3390",0.288,0,0,0.712,0
"3391",0,0,0,0,1
"3392",0,0,0.282,0.008,0.71
"3393",0.732,0,0,0,0.268
"3394",0.064,0,0,0.602,0.334
"3395",1,0,0,0,0
"3396",0.216,0,0,0,0.784
"3397",1,0,0,0,0
"3398",1,0,0,0,0
"3399",0.13,0.008,0.214,0.064,0.584
"3400",0.256,0,0,0.744,0
"3401",0.964,0,0,0,0.036
"3402",0.968,0,0,0,0.032
"3403",0.188,0,0,0.812,0
"3404",0.076,0,0,0,0.924
"3405",0.852,0,0,0.002,0.146
"3406",0.026,0,0.004,0.928,0.042
"3407",0,0,0,0,1
"3408",0.272,0,0,0.728,0
"3409",0.888,0,0,0,0.112
"3410",0.058,0,0,0,0.942
"3411",0,0,0.124,0.002,0.874
"3412",0.186,0,0,0.806,0.008
"3413",0.976,0,0,0.024,0
"3414",1,0,0,0,0
"3415",0.364,0,0,0.636,0
"3416",1,0,0,0,0
"3417",0.072,0.002,0.012,0.058,0.856
"3418",0.07,0,0.002,0,0.928
"3419",0,0,0,0,1
"3420",0.022,0,0,0.646,0.332
"3421",0.98,0,0,0.02,0
"3422",0.05,0,0,0,0.95
"3423",0.866,0,0,0.134,0
"3424",0.034,0,0,0,0.966
"3425",0.068,0,0,0.796,0.136
"3426",0.052,0,0,0,0.948
"3427",0.916,0,0,0.084,0
"3428",1,0,0,0,0
"3429",0,0,0,0,1
"3430",0.958,0,0,0.042,0
"3431",0.886,0,0,0,0.114
"3432",1,0,0,0,0
"3433",0.236,0,0,0.764,0
"3434",1,0,0,0,0
"3435",0,0,0,0,1
"3436",1,0,0,0,0
"3437",0.22,0.008,0,0.75,0.022
"3438",0.206,0,0,0.794,0
"3439",0.988,0,0,0.012,0
"3440",0.9,0,0,0.024,0.076
"3441",0.018,0,0.018,0.864,0.1
"3442",0.036,0,0.496,0.056,0.412
"3443",0.238,0,0,0.748,0.014
"3444",0.106,0,0.03,0.112,0.752
"3445",0.216,0,0,0.784,0
"3446",0.256,0,0.006,0.734,0.004
"3447",0.018,0,0,0.68,0.302
"3448",0.852,0,0,0.002,0.146
"3449",0.038,0.002,0.012,0.002,0.946
"3450",0.972,0,0,0,0.028
"3451",0.882,0,0,0.018,0.1
"3452",0.764,0,0.002,0.008,0.226
"3453",1,0,0,0,0
"3454",0.042,0,0,0,0.958
"3455",0.484,0,0,0.516,0
"3456",1,0,0,0,0
"3457",1,0,0,0,0
"3458",0.346,0,0,0.654,0
"3459",0.898,0,0,0.102,0
"3460",0.21,0,0,0.786,0.004
"3461",0.864,0,0,0.136,0
"3462",0.998,0,0,0,0.002
"3463",0.97,0,0,0.03,0
"3464",0.03,0.006,0.146,0,0.818
"3465",0.866,0,0,0.134,0
"3466",0.26,0,0,0.74,0
"3467",0.3,0,0.028,0.664,0.008
"3468",0.288,0,0,0.712,0
"3469",0.27,0,0,0.73,0
"3470",0.378,0,0.002,0.61,0.01
"3471",0.826,0,0,0.036,0.138
"3472",0.98,0,0,0.02,0
"3473",0,0,0,0,1
"3474",0.91,0,0,0.09,0
"3475",0.212,0,0,0.788,0
"3476",0.696,0,0,0.004,0.3
"3477",0.034,0.004,0.01,0.002,0.95
"3478",0.02,0,0.02,0.606,0.354
"3479",1,0,0,0,0
"3480",1,0,0,0,0
"3481",0.274,0,0.004,0.722,0
"3482",1,0,0,0,0
"3483",0.692,0,0,0.058,0.25
"3484",0.282,0,0,0.718,0
"3485",0.982,0,0,0.018,0
"3486",0.916,0,0,0.084,0
"3487",0.946,0,0,0.052,0.002
"3488",0.986,0,0,0.014,0
"3489",0.182,0,0,0.818,0
"3490",0.864,0,0,0.136,0
"3491",0.958,0,0,0,0.042
"3492",0.876,0,0,0.08,0.044
"3493",0.808,0,0,0.062,0.13
"3494",0.898,0,0,0.086,0.016
"3495",1,0,0,0,0
"3496",0.976,0,0,0.024,0
"3497",0.508,0,0,0.492,0
"3498",0.036,0.004,0.06,0,0.9
"3499",0.908,0,0,0.092,0
"3500",0.018,0,0.034,0.77,0.178
"3501",0.088,0,0,0.006,0.906
"3502",0,0,0,0,1
"3503",0.834,0,0,0.166,0
"3504",1,0,0,0,0
"3505",0.068,0,0,0.796,0.136
"3506",0.03,0,0.008,0.906,0.056
"3507",0.956,0,0,0,0.044
"3508",0.008,0,0,0,0.992
"3509",0.952,0,0,0.048,0
"3510",0.004,0,0.72,0.048,0.228
"3511",0,0,0.004,0,0.996
"3512",0.912,0,0.016,0,0.072
"3513",1,0,0,0,0
"3514",1,0,0,0,0
"3515",0.942,0,0,0,0.058
"3516",0.982,0,0,0.018,0
"3517",0.99,0,0,0,0.01
"3518",0.998,0,0,0,0.002
"3519",0.038,0.012,0.034,0,0.916
"3520",0.826,0,0,0.02,0.154
"3521",0.634,0,0.112,0.194,0.06
"3522",0,0,0,0,1
"3523",0.98,0,0,0.02,0
"3524",0.758,0,0,0.074,0.168
"3525",0.016,0,0.002,0,0.982
"3526",0.736,0,0,0.006,0.258
"3527",1,0,0,0,0
"3528",0.374,0,0.02,0.602,0.004
"3529",0.068,0,0,0.6,0.332
"3530",0.106,0,0.134,0,0.76
"3531",0.074,0,0,0.31,0.616
"3532",0.936,0,0,0.012,0.052
"3533",1,0,0,0,0
"3534",0.958,0,0,0.042,0
"3535",0.996,0,0,0.002,0.002
"3536",0,0,0,0,1
"3537",0.962,0,0,0,0.038
"3538",0,0,0,0,1
"3539",0.01,0,0,0,0.99
"3540",0,0,0.008,0,0.992
"3541",0,0,0,0,1
"3542",0.952,0,0,0.006,0.042
"3543",0.208,0.008,0.006,0.01,0.768
"3544",0.052,0,0,0,0.948
"3545",0.966,0,0,0.034,0
"3546",0.054,0,0.06,0.504,0.382
"3547",1,0,0,0,0
"3548",0.952,0,0,0.048,0
"3549",0.006,0,0,0,0.994
"3550",0.314,0,0,0.686,0
"3551",0.962,0,0,0.038,0
"3552",0,0,0,0,1
"3553",1,0,0,0,0
"3554",0.842,0,0,0,0.158
"3555",0.01,0,0.004,0.002,0.984
"3556",0.84,0,0,0,0.16
"3557",0,0,0,0,1
"3558",0.188,0,0,0.812,0
"3559",1,0,0,0,0
"3560",0.232,0,0,0.768,0
"3561",1,0,0,0,0
"3562",0.056,0,0,0,0.944
"3563",0.952,0,0,0.048,0
"3564",0.98,0,0,0.02,0
"3565",0.288,0,0,0.712,0
"3566",0.958,0,0,0.042,0
"3567",0.448,0,0,0.552,0
"3568",1,0,0,0,0
"3569",0,0,0,0,1
"3570",0.028,0,0,0,0.972
"3571",0.996,0,0,0.004,0
"3572",0.98,0,0,0.02,0
"3573",0,0,0,0,1
"3574",0.94,0,0,0.06,0
"3575",0.954,0,0,0,0.046
"3576",0.984,0,0,0.008,0.008
"3577",0.074,0,0,0.586,0.34
"3578",0.902,0,0,0.088,0.01
"3579",1,0,0,0,0
"3580",0.02,0,0.022,0.45,0.508
"3581",0.996,0,0,0,0.004
"3582",0,0,0,0,1
"3583",0.068,0,0,0.27,0.662
"3584",0.188,0,0,0.812,0
"3585",0.98,0,0,0.02,0
"3586",0.98,0,0,0.02,0
"3587",0.964,0,0,0.032,0.004
"3588",0.834,0,0,0.166,0
"3589",0.882,0,0,0,0.118
"3590",1,0,0,0,0
"3591",0.34,0,0,0.66,0
"3592",1,0,0,0,0
"3593",1,0,0,0,0
"3594",1,0,0,0,0
"3595",0.764,0,0.004,0.03,0.202
"3596",0,0.006,0.014,0,0.98
"3597",0.814,0,0,0.056,0.13
"3598",0.866,0,0,0.134,0
"3599",1,0,0,0,0
"3600",0.056,0,0,0,0.944
"3601",0.244,0,0,0.756,0
"3602",0.952,0,0,0.048,0
"3603",0.28,0,0,0.706,0.014
"3604",1,0,0,0,0
"3605",0.348,0,0,0.652,0
"3606",0.056,0,0,0,0.944
"3607",0.986,0,0,0.014,0
"3608",0.198,0,0.006,0.79,0.006
"3609",0.02,0,0,0.916,0.064
"3610",0.622,0,0,0.004,0.374
"3611",0.288,0,0,0.712,0
"3612",0.002,0,0.234,0.004,0.76
"3613",0.908,0,0,0.092,0
"3614",0.346,0,0,0.654,0
"3615",0.068,0,0,0.108,0.824
"3616",0.236,0,0,0.764,0
"3617",0.888,0,0,0,0.112
"3618",0.026,0,0,0,0.974
"3619",0.918,0,0,0.068,0.014
"3620",0.984,0,0,0.016,0
"3621",0.94,0,0,0,0.06
"3622",0.2,0,0,0.794,0.006
"3623",0.962,0,0,0.038,0
"3624",0.018,0,0.006,0.816,0.16
"3625",1,0,0,0,0
"3626",0,0.01,0,0,0.99
"3627",0.508,0,0,0.002,0.49
"3628",0.038,0,0,0.032,0.93
"3629",0.04,0,0,0.012,0.948
"3630",0.902,0,0,0,0.098
"3631",0.412,0,0,0.58,0.008
"3632",0,0,0,0,1
"3633",0.952,0,0,0.048,0
"3634",0.954,0,0,0,0.046
"3635",0.058,0,0,0,0.942
"3636",0.904,0,0,0,0.096
"3637",0.888,0,0,0,0.112
"3638",0.028,0,0.538,0.044,0.39
"3639",0.97,0,0,0.03,0
"3640",0.068,0,0,0.796,0.136
"3641",0.074,0,0,0.106,0.82
"3642",0.054,0,0.266,0.206,0.474
"3643",0.068,0,0,0,0.932
"3644",0.986,0,0,0.014,0
"3645",0.972,0,0,0,0.028
